SEASON,SECTOR,PERMIT_NUMBER,RIGHT_NUMBER,PERMIT_STATUS_NAME,Quota_code
2017-2018,WCRLO,1710367,WCOM152166,Expired,0
2017-2018,WCRLO,1710368,WCOM152166,Expired,0
2017-2018,WCRLO,1710370,WCOM153478,Approved,0
2017-2018,WCRLO,1710371,WCOM153478,Expired,0
2017-2018,WCRLO,1710372,WCOM153501,Expired,0
2017-2018,WCRLO,1710377,WCOM153996,Expired,0
2017-2018,WCRLO,1710378,WCOM153996,Expired,0
2017-2018,WCRLO,1710385,WCOM152152,Expired,0
2017-2018,WCRLO,1710390,WCOM150758,Expired,0
2017-2018,WCRLO,1710392,WCOM153538,Expired,0
2017-2018,WCRLO,1710402,WCOM150731,Expired,0
2017-2018,WCRLO,1710421,WCOM151450,Expired,0
2017-2018,WCRLO,1710426,WCOM153567,Expired,0
2017-2018,WCRLO,1710432,WCOM153497,Expired,0
2017-2018,WCRLO,1710433,WCOM153497,Expired,0
2017-2018,WCRLO,1710449,WCOM150506,Expired,0
2017-2018,WCRLO,1710450,WCOM153573,Expired,0
2017-2018,WCRLO,1710452,WCOM153573,Expired,0
2017-2018,WCRLO,1710453,WCOM153573,Expired,0
2017-2018,WCRLO,1710454,WCOM153573,Expired,0
2017-2018,WCRLO,1710456,WCOM153573,Expired,0
2017-2018,WCRLO,1710457,WCOM153573,Expired,0
2017-2018,WCRLO,1710459,WCOM152207,Expired,0
2017-2018,WCRLO,1710461,WCOM153588,Expired,0
2017-2018,WCRLO,1710462,WCOM153573,Expired,0
2017-2018,WCRLO,1710463,WCOM153573,Expired,0
2017-2018,WCRLO,1710464,WCOM153573,Expired,0
2017-2018,WCRLO,1710486,WCOM153312,Expired,0
2017-2018,WCRLO,1710487,WCOM153312,Expired,0
2017-2018,WCRLO,1710488,WCOM152152,Expired,0
2017-2018,WCRLO,1710490,WCOM153571,Expired,0
2017-2018,WCRLO,1710492,WCOM153533,Expired,0
2017-2018,WCRLO,1710496,WCOM150729,Expired,0
2017-2018,WCRLO,1710497,WCOM150729,Expired,0
2017-2018,WCRLO,1710507,WCOM153979,Expired,0
2017-2018,WCRLO,1710587,WCOM150397,Expired,0
2017-2018,WCRLO,1710588,WCOM150397,Expired,0
2017-2018,WCRLO,1710609,WCOM154098,Cancelled,0
2017-2018,WCRLO,1710736,WCOM152160,Expired,0
2017-2018,WCRLO,1710744,WCOM150512,Expired,0
2017-2018,WCRLO,1710748,WCOM150880,Expired,0
2017-2018,WCRLO,1710749,WCOM150880,Cancelled,0
2017-2018,WCRLO,1710750,WCOM150880,Cancelled,0
2017-2018,WCRLO,1710751,WCOM150880,Expired,0
2017-2018,WCRLO,1710758,WCOM150868,Expired,0
2017-2018,WCRLO,1710759,WCOM150868,Expired,0
2017-2018,WCRLO,1710762,WCOM152175,Expired,0
2017-2018,WCRLO,1710763,WCOM152175,Expired,0
2017-2018,WCRLO,1710770,WCOM153516,Expired,0
2017-2018,WCRLO,1710771,WCOM153516,Expired,0
2017-2018,WCRLO,1710775,WCOM150853,Expired,0
2017-2018,WCRLO,1710776,WCOM150853,New,0
2017-2018,WCRLO,1710779,WCOM150724,Expired,0
2017-2018,WCRLO,1710784,WCOM150769,Expired,0
2017-2018,WCRLO,1710785,WCOM150769,Expired,0
2017-2018,WCRLO,1710794,WCOM153981,Expired,0
2017-2018,WCRLO,1710858,WCOM154000,Deleted,0
2017-2018,WCRLO,1710881,WCOM150795,Expired,0
2017-2018,WCRLO,1710882,WCOM150795,Expired,0
2017-2018,WCRLO,1710883,WCOM150645,Expired,0
2017-2018,WCRLO,1710884,WCOM153553,Expired,0
2017-2018,WCRLO,1710889,WCOM154098,Expired,0
2017-2018,WCRLO,1710911,WCOM150722,Cancelled,0
2017-2018,WCRLO,1710916,WCOM153573,New,0
2017-2018,WCRLO,1710920,WCOM153573,New,0
2017-2018,WCRLO,1710921,WCOM153801,New,0
2017-2018,WCRLO,1710922,WCOM153969,Deleted,0
2017-2018,WCRLO,1710923,WCOM150528,Deleted,0
2017-2018,WCRLO,1710925,WCOM150705,Deleted,0
2017-2018,WCRLO,1710926,WCOM150851,New,0
2017-2018,WCRLO,1800704,WCOM152158,Expired,0
2017-2018,WCRLO,1800709,WCOM153976,Expired,0
2017-2018,WCRLO,1800711,WCOM153976,Expired,0
2017-2018,WCRLO,1800737,WCOM151426,Expired,0
2017-2018,WCRLO,1800749,WCOM153551,Expired,0
2017-2018,WCRLO,1800751,WCOM150826,Expired,0
2017-2018,WCRLO,1800752,WCOM150826,Expired,0
2017-2018,WCRLO,1800778,WCOM150696,Expired,0
2017-2018,WCRLO,1800783,WCOM150861,Expired,0
2017-2018,WCRLO,1800790,WCOM153491,Expired,0
2017-2018,WCRLO,1800791,WCOM153483,Expired,0
2017-2018,WCRLO,1800792,WCOM153483,Expired,0
2017-2018,WCRLO,1800809,WCOM151212,Cancelled,0
2017-2018,WCRLO,1800810,WCOM151212,Expired,0
2017-2018,WCRLO,1800826,WCOM153491,Expired,0
2017-2018,WCRLO,1800836,WCOM150804,Expired,0
2017-2018,WCRLO,1800838,WCOM150894,Expired,0
2017-2018,WCRLO,1800839,WCOM150897,Expired,0
2017-2018,WCRLO,1800840,WCOM150898,Expired,0
2017-2018,WCRLO,1800841,WCOM150895,Expired,0
2017-2018,WCRLO,1800842,WCOM150803,Expired,0
2017-2018,WCRLO,1800843,WCOM151205,Expired,0
2017-2018,WCRLO,1800844,WCOM153801,Expired,0
2017-2018,WCRLO,1800845,WCOM153801,Expired,0
2017-2018,WCRLO,1800846,WCOM150893,Expired,0
2017-2018,WCRLO,1800847,WCOM150892,Expired,0
2017-2018,WCRLO,1800848,WCOM150896,Expired,0
2017-2018,WCRLO,1800849,WCOM150899,Expired,0
2017-2018,WCRLO,1800851,WCOM150900,Expired,0
2017-2018,WCRLO,1800852,WCOM150750,Expired,0
2017-2018,WCRLO,1800853,WCOM150801,Expired,0
2017-2018,WCRLO,1800859,WCOM153559,Expired,0
2017-2018,WCRLO,1800860,WCOM153559,Expired,0
2017-2018,WCRLO,1800876,WCOM150800,Expired,0
2017-2018,WCRLO,1800880,WCOM150831,Expired,0
2017-2018,WCRLO,1800885,WCOM150703,Expired,0
2017-2018,WCRLO,1800886,WCOM150703,Expired,0
2017-2018,WCRLO,1800896,WCOM153564,Expired,0
2017-2018,WCRLO,1800901,WCOM150778,Expired,0
2017-2018,WCRLO,1800912,WCOM153623,Expired,0
2017-2018,WCRLO,1800959,WCOM150528,Expired,0
2017-2018,WCRLO,1800961,WCOM150634,Expired,0
2017-2018,WCRLO,1800962,WCOM151434,Expired,0
2017-2018,WCRLO,1800965,WCOM150528,Expired,0
2017-2018,WCRLO,1800967,WCOM150634,Expired,0
2017-2018,WCRLO,1800968,WCOM151434,Expired,0
2017-2018,WCRLO,1800969,WCOM151434,Expired,0
2017-2018,WCRLO,1800971,WCOM150636,Deleted,0
2017-2018,WCRLO,1800987,WCOM150528,Expired,0
2017-2018,WCRLO,1801024,WCOM150880,Expired,0
2017-2018,WCRLO,1801026,WCOM150880,Expired,0
2017-2018,WCRLO,1801027,WCOM150791,Expired,0
2017-2018,WCRLO,1801048,WCOM150652,Expired,0
2017-2018,WCRLO,1801059,WCOM150322,Expired,0
2017-2018,WCRLO,1801067,WCOM153548,Expired,0
2017-2018,WCRLO,1801079,WCOM150747,Expired,0
2017-2018,WCRLO,1801080,WCOM153600,Expired,0
2017-2018,WCRLO,1801083,WCOM152151,Expired,0
2017-2018,WCRLO,1801107,WCOM153333,Expired,0
2017-2018,WCRLO,1801109,WCOM150761,Expired,0
2017-2018,WCRLO,1801132,WCOM154000,Expired,0
2017-2018,WCRLO,1801134,WCOM154000,Expired,0
2017-2018,WCRLO,1801136,WCOM154000,Expired,0
2017-2018,WCRLO,1801142,WCOM150736,Expired,0
2017-2018,WCRLO,1801147,WCOM153518,Expired,0
2017-2018,WCRLO,1801176,WCOM150707,Expired,0
2017-2018,WCRLO,1801177,WCOM150707,Cancelled,0
2017-2018,WCRLO,1801179,WCOM151203,Expired,0
2017-2018,WCRLO,1801180,WCOM151203,Deleted,0
2017-2018,WCRLO,1801195,WCOM153528,Expired,0
2017-2018,WCRLO,1801196,WCOM153528,Expired,0
2017-2018,WCRLO,1801236,WCOM150735,Expired,0
2017-2018,WCRLO,1801251,WCOM150815,Expired,0
2017-2018,WCRLO,1801291,WCOM153486,Expired,0
2017-2018,WCRLO,1801321,WCOM153573,Expired,0
2017-2018,WCRLO,1801322,WCOM153573,Expired,0
2017-2018,WCRLO,1801323,WCOM153573,Expired,0
2017-2018,WCRLO,1801324,WCOM153573,Expired,0
2017-2018,WCRLO,1801326,WCOM153573,Expired,0
2017-2018,WCRLO,1801332,WCOM153348,Expired,0
2017-2018,WCRLO,1801371,WCOM150634,Expired,0
2017-2018,WCRLO,1801435,WCOM153534,Expired,0
2017-2018,WCRLO,1801442,WCOM153981,Expired,0
2017-2018,WCRLO,1801459,WCOM153511,Expired,0
2017-2018,WCRLO,1801460,WCOM153511,Expired,0
2017-2018,WCRLO,1801461,WCOM153511,Expired,0
2017-2018,WCRLO,1801506,WCOM150643,Expired,0
2017-2018,WCRLO,1801510,WCOM153479,Expired,0
2017-2018,WCRLO,1801511,WCOM153479,Deleted,0
2017-2018,WCRLO,1801512,WCOM152162,Expired,0
2017-2018,WCRLO,1801514,WCOM153565,Expired,0
2017-2018,WCRLO,1801571,WCOM150503,Cancelled,0
2017-2018,WCRLO,1801630,WCOM150748,Expired,0
2017-2018,WCRLO,1801653,WCOM150388,Expired,0
2017-2018,WCRLO,1801667,WCOM151426,Expired,0
2017-2018,WCRLO,1801668,WCOM151426,Expired,0
2017-2018,WCRLO,1801704,WCOM150707,Cancelled,0
2017-2018,WCRLO,1801713,WCOM153563,Expired,0
2017-2018,WCRLO,1801721,WCOM151408,Expired,0
2017-2018,WCRLO,1801782,WCOM150722,Cancelled,0
2017-2018,WCRLO,1801798,WCOM153550,Expired,0
2017-2018,WCRLO,1801846,WCOM150696,Expired,0
2017-2018,WCRLO,1801852,WCOM153495,Expired,0
2017-2018,WCRLO,1801853,WCOM150821,Expired,0
2017-2018,WCRLO,1801854,WCOM152451,Expired,0
2017-2018,WCRLO,1801922,WCOM153518,Expired,0
2017-2018,WCRLO,1802043,WCOM150707,Expired,0
2017-2018,WCRLO,1802056,WCOM153968,Expired,0
2017-2018,WCRLO,1802059,WCOM153500,Expired,0
2017-2018,WCRLO,1802077,WCOM150852,Expired,0
2017-2018,WCRLO,1802081,WCOM153533,Expired,0
2017-2018,WCRLO,1802088,WCOM150503,New,0
2017-2018,WCRLO,1802089,WCOM150503,Expired,0
2017-2018,WCRLO,1802099,WCOM153493,Expired,0
2017-2018,WCRLO,1802133,WCOM150826,Deleted,0
2017-2018,WCRLO,1802134,WCOM150826,Deleted,0
2017-2018,WCRLO,1802149,WCOM150753,Expired,0
2017-2018,WCRLO,1802160,WCOM150796,Expired,0
2017-2018,WCRLO,1802161,WCOM150796,Expired,0
2017-2018,WCRLO,1802191,WCOM153560,Expired,0
2017-2018,WCRLO,1802192,WCOM153560,New,0
2017-2018,WCRLO,1802232,WCOM150826,Cancelled,0
2017-2018,WCRLO,1802233,WCOM150826,Expired,0
2017-2018,WCRLO,1802272,WCOM153350,Expired,0
2017-2018,WCRLO,1802273,WCOM153350,Expired,0
2017-2018,WCRLO,1802329,WCOM150826,Deleted,0
2017-2018,WCRLO,1802336,WCOM150740,New,0
2017-2018,WCRLO,1802337,WCOM150740,New,0
2017-2018,WCRLO,1802338,WCOM150740,New,0
2017-2018,WCRLO,1802341,WCOM150826,Expired,0
2017-2018,WCRLO,1802375,WCOM153529,Expired,0
2017-2018,WCRLO,1802376,WCOM153529,Deleted,0
2017-2018,WCRLO,1802380,WCOM150850,Expired,0
2017-2018,WCRLO,1802381,WCOM153495,Expired,0
2017-2018,WCRLO,1802390,WCOM150820,Expired,0
2017-2018,WCRLO,1802391,WCOM150820,Expired,0
2017-2018,WCRLO,1802473,WCOM150503,Awaiting approval,0
2017-2018,WCRLO,1802534,WCOM153348,Expired,0
2017-2018,WCRLO,1802535,WCOM153348,Expired,0
2017-2018,WCRLO,1802536,WCOM153350,Cancelled,0
2017-2018,WCRLO,1802552,WCOM150838,Expired,0
2017-2018,WCRLO,1802553,WCOM150838,Expired,0
2017-2018,WCRLO,1802564,WCOM153341,Expired,0
2017-2018,WCRLO,1802565,WCOM153341,Expired,0
2017-2018,WCRLO,1802566,WCOM153527,Expired,0
2017-2018,WCRLO,1802579,WCOM151228,Cancelled,0
2017-2018,WCRLO,1802606,WCOM153580,Expired,0
2017-2018,WCRLO,1802607,WCOM150723,Expired,0
2017-2018,WCRLO,1802652,WCOM153350,New,0
2017-2018,WCRLO,1802777,WCOM150698,Expired,0
2017-2018,WCRLO,1802778,WCOM150698,Expired,0
2017-2018,WCRLO,1802786,WCOM150602,Expired,0
2017-2018,WCRLO,1802826,WCOM150753,Expired,0
2017-2018,WCRLO,1802827,WCOM154098,Expired,0
2017-2018,WCRLO,1802902,WCOM153509,Expired,0
2017-2018,WCRLO,1802903,WCOM153509,New,0
2017-2018,WCRLO,1802904,WCOM153509,Expired,0
2017-2018,WCRLO,1802937,WCOM150850,Expired,0
2017-2018,WCRLO,1803048,WCOM153311,Expired,0
2017-2018,WCRLO,1803165,WCOM150738,Expired,0
2017-2018,WCRLO,1803183,WCOM150770,Cancelled,0
2017-2018,WCRLO,1803184,WCOM150770,Expired,0
2017-2018,WCRLO,1803218,WCOM151219,Expired,0
2017-2018,WCRLO,1803253,WCOM153977,Expired,0
2017-2018,WCRLO,1803254,WCOM153977,Expired,0
2017-2018,WCRLO,1803255,WCOM153977,Expired,0
2017-2018,WCRLO,1803256,WCOM153977,Expired,0
2017-2018,WCRLO,1803259,WCOM150784,Expired,0
2017-2018,WCRLO,1803260,WCOM150784,Expired,0
2017-2018,WCRLO,1803300,WCOM150784,Expired,0
2017-2018,WCRLO,1803373,WCOM152161,Deleted,0
2017-2018,WCRLO,1803374,WCOM152161,Expired,0
2017-2018,WCRLO,1803376,WCOM150850,Expired,0
2017-2018,WCRLO,1803391,WCOM150893,Expired,0
2017-2018,WCRLO,1803392,WCOM150892,Cancelled,0
2017-2018,WCRLO,1803432,WCOM150821,Expired,0
2017-2018,WCRLO,1803433,WCOM152161,Deleted,0
2017-2018,WCRLO,1803462,WCOM154000,Expired,0
2017-2018,WCRLO,1803495,WCOM153573,Expired,0
2017-2018,WCRLO,1803496,WCOM153573,Expired,0
2017-2018,WCRLO,1803586,WCOM150892,Expired,0
2017-2018,WCRLO,1803636,WCOM153523,Expired,0
2017-2018,WCRLO,1803638,WCOM153522,Expired,0
2017-2018,WCRLO,1803652,WCOM150784,Expired,0
2017-2018,WCRLO,1803653,WCOM150784,Expired,0
2017-2018,WCRLO,1803717,WCOM152152,Expired,0
2017-2018,WCRLO,1803718,WCOM152152,Expired,0
2017-2018,WCRLO,1803776,WCOM152161,Expired,0
2017-2018,WCRLO,1803777,WCOM150850,Approved,0
2017-2018,WCRLO,1803778,WCOM150821,Approved,0
2017-2018,WCRLO,1803833,WCOM153341,New,0
2017-2018,WCRLO,1803834,WCOM153341,Expired,0
2017-2018,WCRLO,1803843,WCOM152152,Approved,0
2017-2018,WCRLO,1803883,WCOM153801,Expired,0
2017-2018,WCRLO,1803884,WCOM150852,Expired,0
2017-2018,WCRLO,1803885,WCOM150852,Expired,0
2017-2018,WCRLO,1803907,WCOM151228,Expired,0
2017-2018,WCRLO,1803931,WCOM150644,Expired,0
2017-2018,WCRLO,1803980,WCOM150646,Expired,0
2017-2018,WCRLO,1803998,WCOM153573,Expired,0
2017-2018,WCRLO,1804003,WCOM152158,Expired,0
2017-2018,WCRLO,1804053,WCOM151434,Expired,0
2017-2018,WCRLO,1804054,WCOM150634,Expired,0
2017-2018,WCRLO,1804055,WCOM150528,Expired,0
2017-2018,WCRLO,1804128,WCOM153969,Expired,0
2017-2018,WCRLO,1804180,WCOM150770,Expired,0
2017-2018,WCRLO,1804392,WCOM150826,Expired,0
2017-2018,WCRLO,1804393,WCOM150826,Expired,0
2017-2018,WCRLO,1804394,WCOM150826,Expired,0
2017-2018,WCRLO,1804412,WCOM154054,Expired,0
2017-2018,WCRLO,1804497,WCOM150707,Expired,0
2017-2018,WCRLO,1804498,WCOM150722,Expired,0
2017-2018,WCRLO,1804521,WCOM150624,Expired,0
2017-2018,WCRLO,1804523,WCOM151212,Expired,0
2017-2018,WCRLO,1804525,WCOM150623,Expired,0
2017-2018,WCRLO,1804545,WCOM150762,Expired,0
2017-2018,WCRLO,1804546,WCOM150762,Expired,0
2017-2018,WCRLO,1804557,WCOM152158,Expired,0
2017-2018,WCRLO,1804573,WCOM150722,Expired,0
2017-2018,WCRLO,1804575,WCOM150707,Expired,0
2017-2018,WCRLO,1804588,WCOM152158,Cancelled,0
2017-2018,WCRLO,1804598,WCOM152158,Expired,0
2017-2018,WCRLO,1804625,WCOM150528,Expired,0
2017-2018,WCRLO,1804626,WCOM150634,Expired,0
2017-2018,WCRLO,1804663,WCOM153478,Expired,0
2017-2018,WCRLO,1804684,WCOM150849,Expired,0
2017-2018,WCRLO,1804685,WCOM150849,Expired,0
2017-2018,WCRLO,1804721,WCOM150820,Expired,0
2017-2018,WCRLO,1804723,WCOM150820,Expired,0
2017-2018,WCRLO,1805089,WCOM153573,Expired,0
2017-2018,WCRLO,1805142,WCOM154089,Approved,0
2017-2018,WCRLO,1805177,WCOM150368,Expired,0
2017-2018,WCRLO,1805311,WCOM150537,Approved,0
2017-2018,WCRLO,1805312,WCOM153551,Expired,0
2017-2018,WCRLO,1805313,WCOM150703,Expired,0
2017-2018,WCRLO,1805314,WCOM153979,Expired,0
2017-2018,WCRLO,1805456,WCOM150705,Expired,0
2017-2018,WCRLO,1805464,WCOM153563,Expired,0
2017-2018,WCRLO,1805465,WCOM150643,Approved,0
2017-2018,WCRLO,1805528,WCOM150683,Expired,0
2017-2018,WCRLO,1805559,WCOM153565,Expired,0
2017-2018,WCRLO,1805560,WCOM151403,Expired,0
2017-2018,WCRLO,1805692,WCOM150644,Cancelled,0
2017-2018,WCRLO,1805693,WCOM150644,Expired,0
2017-2018,WCRLO,1805699,WCOM154054,Expired,0
2017-2018,WCRLO,1805700,WCOM154054,Expired,0
2017-2018,WCRLO,1805701,WCOM154054,Expired,0
2017-2018,WCRLO,1805702,WCOM154054,Expired,0
2017-2018,WCRLO,1805741,WCOM150851,Expired,0
2017-2018,WCRLO,1805742,WCOM150851,Expired,0
2017-2018,WCRLO,1805764,WCOM150644,Expired,0
2017-2018,WCRLO,1806250,WCOM154054,Expired,0
2017-2018,WCRLO,1806407,WCOM150696,Deleted,0
2017-2018,WCRLO,1810205,WCOM151426,New,0
2017-2018,WCRLO,1810215,WCOM151416,New,0
2018-2019,WCRLO,1006501,WCOM01010,Deleted,0
2018-2019,WCRLO,1401470,WCOM01187,Deleted,0
2018-2019,WCRLO,1402461,WCON01332,Deleted,0
2018-2019,WCRLO,1710186,WCOM153974,Deleted,0
2018-2019,WCRLO,1710188,WCOM152178,Deleted,0
2018-2019,WCRLO,1710189,WCOM150724,Deleted,0
2018-2019,WCRLO,1710192,WCOM153801,Deleted,0
2018-2019,WCRLO,1801447,WCOM153981,Deleted,0
2018-2019,WCRLO,1808703,WCOM153495,Expired,0
2018-2019,WCRLO,1808705,WCOM153495,Expired,0
2018-2019,WCRLO,1808706,WCOM152161,Expired,0
2018-2019,WCRLO,1808707,WCOM152161,Expired,0
2018-2019,WCRLO,1808728,WCOM152205,Expired,0
2018-2019,WCRLO,1808729,WCOM152205,Expired,0
2018-2019,WCRLO,1808804,WCOM150541,Expired,0
2018-2019,WCRLO,1808815,WCOM150536,Expired,0
2018-2019,WCRLO,1808816,WCOM153494,Expired,0
2018-2019,WCRLO,1808817,WCOM153488,Approved,0
2018-2019,WCRLO,1808818,WCOM153483,Expired,0
2018-2019,WCRLO,1808819,WCOM153483,Approved,0
2018-2019,WCRLO,1808820,WCOM153483,Expired,0
2018-2019,WCRLO,1808821,WCOM153510,Expired,0
2018-2019,WCRLO,1808822,WCOM153510,Expired,0
2018-2019,WCRLO,1808823,WCOM153510,Expired,0
2018-2019,WCRLO,1808824,WCOM153488,Expired,0
2018-2019,WCRLO,1808825,WCOM150735,Expired,0
2018-2019,WCRLO,1808826,WCOM150738,Expired,0
2018-2019,WCRLO,1808830,WCOM150767,Expired,0
2018-2019,WCRLO,1808833,WCOM153479,Cancelled,0
2018-2019,WCRLO,1808834,WCOM153479,Cancelled,0
2018-2019,WCRLO,1808835,WCOM153479,Cancelled,0
2018-2019,WCRLO,1808836,WCOM153479,Cancelled,0
2018-2019,WCRLO,1808867,WCOM150357,Cancelled,0
2018-2019,WCRLO,1808869,WCOM150800,Expired,0
2018-2019,WCRLO,1808896,WCOM153526,Expired,0
2018-2019,WCRLO,1808897,WCOM153983,Expired,0
2018-2019,WCRLO,1808898,WCOM153978,Expired,0
2018-2019,WCRLO,1808913,WCOM150739,Expired,0
2018-2019,WCRLO,1808922,WCOM152202,Expired,0
2018-2019,WCRLO,1808924,WCOM152152,Expired,0
2018-2019,WCRLO,1808931,WCOM150634,Expired,0
2018-2019,WCRLO,1808933,WCOM150528,Expired,0
2018-2019,WCRLO,1808935,WCOM150528,New,0
2018-2019,WCRLO,1808940,WCOM153324,Expired,0
2018-2019,WCRLO,1808941,WCOM150356,Expired,0
2018-2019,WCRLO,1808942,WCOM153333,Expired,0
2018-2019,WCRLO,1808945,WCOM153966,Cancelled,0
2018-2019,WCRLO,1808948,WCOM150753,Expired,0
2018-2019,WCRLO,1808961,WCOM153479,Cancelled,0
2018-2019,WCRLO,1808962,WCOM153479,Cancelled,0
2018-2019,WCRLO,1808968,WCOM150741,Cancelled,0
2018-2019,WCRLO,1808969,WCOM150741,Cancelled,0
2018-2019,WCRLO,1809020,WCOM150506,Expired,0
2018-2019,WCRLO,1809060,WCOM150720,Expired,0
2018-2019,WCRLO,1809100,WCOM151248,Expired,0
2018-2019,WCRLO,1809136,WCOM150882,Expired,0
2018-2019,WCRLO,1809137,WCOM150882,Deleted,0
2018-2019,WCRLO,1809138,WCOM150883,Expired,0
2018-2019,WCRLO,1809140,WCOM150798,Expired,0
2018-2019,WCRLO,1809146,WCOM153571,Expired,0
2018-2019,WCRLO,1809155,WCOM153479,Deleted,0
2018-2019,WCRLO,1809156,WCOM153479,Expired,0
2018-2019,WCRLO,1809157,WCOM153479,Expired,0
2018-2019,WCRLO,1809158,WCOM153479,Expired,0
2018-2019,WCRLO,1809159,WCOM153479,Expired,0
2018-2019,WCRLO,1809160,WCOM153479,Expired,0
2018-2019,WCRLO,1809180,WCOM153479,Expired,0
2018-2019,WCRLO,1809195,WCOM152911,Approved,0
2018-2019,WCRLO,1809202,WCOM152158,Expired,0
2018-2019,WCRLO,1809203,WCOM152158,Expired,0
2018-2019,WCRLO,1809204,WCOM152158,Expired,0
2018-2019,WCRLO,1809221,WCOM150636,Expired,0
2018-2019,WCRLO,1809223,WCOM152460,Expired,0
2018-2019,WCRLO,1809224,WCOM153974,Expired,0
2018-2019,WCRLO,1809225,WCOM150330,Expired,0
2018-2019,WCRLO,1809241,WCOM153315,Expired,0
2018-2019,WCRLO,1809242,WCOM153317,Expired,0
2018-2019,WCRLO,1809250,WCOM150304,Cancelled,0
2018-2019,WCRLO,1809251,WCOM150305,Expired,0
2018-2019,WCRLO,1809274,WCOM153533,Expired,0
2018-2019,WCRLO,1809275,WCOM153533,Deleted,0
2018-2019,WCRLO,1809276,WCOM150705,Expired,0
2018-2019,WCRLO,1809291,WCOM150512,Expired,0
2018-2019,WCRLO,1809292,WCOM150357,Expired,0
2018-2019,WCRLO,1809299,WCOM153534,Expired,0
2018-2019,WCRLO,1809311,WCOM150726,Expired,0
2018-2019,WCRLO,1809312,WCOM152210,Cancelled,0
2018-2019,WCRLO,1809316,WCOM150640,Expired,0
2018-2019,WCRLO,1809318,WCOM153563,Expired,0
2018-2019,WCRLO,1809321,WCOM151421,Expired,0
2018-2019,WCRLO,1809331,WCOM150641,Expired,0
2018-2019,WCRLO,1809345,WCOM150643,Expired,0
2018-2019,WCRLO,1809350,WCOM153574,Approved,0
2018-2019,WCRLO,1809352,WCOM150635,Expired,0
2018-2019,WCRLO,1809361,WCOM150362,Expired,0
2018-2019,WCRLO,1809362,WCOM153339,Expired,0
2018-2019,WCRLO,1809365,WCOM153980,Expired,0
2018-2019,WCRLO,1809366,WCOM150830,Cancelled,0
2018-2019,WCRLO,1809367,WCOM152207,Cancelled,0
2018-2019,WCRLO,1809368,WCOM150751,Expired,0
2018-2019,WCRLO,1809369,WCOM150703,Expired,0
2018-2019,WCRLO,1809371,WCOM153560,Expired,0
2018-2019,WCRLO,1809372,WCOM153588,Cancelled,0
2018-2019,WCRLO,1809373,WCOM150783,Expired,0
2018-2019,WCRLO,1809374,WCOM153316,Cancelled,0
2018-2019,WCRLO,1809376,WCOM153486,Expired,0
2018-2019,WCRLO,1809380,WCOM151202,Expired,0
2018-2019,WCRLO,1809383,WCOM153527,Expired,0
2018-2019,WCRLO,1809385,WCOM152451,Expired,0
2018-2019,WCRLO,1809386,WCOM152451,Expired,0
2018-2019,WCRLO,1809421,WCOM150868,Expired,0
2018-2019,WCRLO,1809422,WCOM150868,Expired,0
2018-2019,WCRLO,1809423,WCOM150868,Expired,0
2018-2019,WCRLO,1809424,WCOM153801,Expired,0
2018-2019,WCRLO,1809425,WCOM153801,Expired,0
2018-2019,WCRLO,1809428,WCOM152159,Cancelled,0
2018-2019,WCRLO,1809441,WCOM153801,Expired,0
2018-2019,WCRLO,1809442,WCOM153529,Expired,0
2018-2019,WCRLO,1809457,WCOM150762,Cancelled,0
2018-2019,WCRLO,1809458,WCOM154000,Expired,0
2018-2019,WCRLO,1809464,WCOM153491,Expired,0
2018-2019,WCRLO,1809465,WCOM153480,Expired,0
2018-2019,WCRLO,1809466,WCOM153513,Expired,0
2018-2019,WCRLO,1809467,WCOM153487,Expired,0
2018-2019,WCRLO,1809468,WCOM153491,Expired,0
2018-2019,WCRLO,1809469,WCOM153488,Expired,0
2018-2019,WCRLO,1809470,WCOM153491,Expired,0
2018-2019,WCRLO,1809473,WCOM153482,Expired,0
2018-2019,WCRLO,1809476,WCOM153487,Deleted,0
2018-2019,WCRLO,1809479,WCOM153490,Expired,0
2018-2019,WCRLO,1809480,WCOM153487,Deleted,0
2018-2019,WCRLO,1809481,WCOM153490,Expired,0
2018-2019,WCRLO,1809482,WCOM153510,Expired,0
2018-2019,WCRLO,1809483,WCOM153490,Expired,0
2018-2019,WCRLO,1809484,WCOM153490,Expired,0
2018-2019,WCRLO,1809485,WCOM153511,Expired,0
2018-2019,WCRLO,1809486,WCOM153481,Expired,0
2018-2019,WCRLO,1809487,WCOM153511,Expired,0
2018-2019,WCRLO,1809488,WCOM153487,Expired,0
2018-2019,WCRLO,1809489,WCOM153511,Expired,0
2018-2019,WCRLO,1809490,WCOM153511,Expired,0
2018-2019,WCRLO,1809491,WCOM153487,Expired,0
2018-2019,WCRLO,1809492,WCOM153481,Expired,0
2018-2019,WCRLO,1809493,WCOM153480,Expired,0
2018-2019,WCRLO,1809494,WCOM153481,Expired,0
2018-2019,WCRLO,1809495,WCOM153483,Expired,0
2018-2019,WCRLO,1809500,WCOM153482,Expired,0
2018-2019,WCRLO,1809501,WCOM153482,Expired,0
2018-2019,WCRLO,1809515,WCOM150619,Expired,0
2018-2019,WCRLO,1809517,WCOM153573,Expired,0
2018-2019,WCRLO,1809524,WCOM151212,Expired,0
2018-2019,WCRLO,1809526,WCOM151212,Expired,0
2018-2019,WCRLO,1809527,WCOM151212,Approved,0
