SEASON,SECTOR,PERMIT_NUMBER,RIGHT_NUMBER,PERMIT_STATUS_NAME,Quota_code
2018-2019,WCRLN,1809854,WCNB15390,Expired,0
2018-2019,WCRLN,1809855,WCND150664,Expired,0
2018-2019,WCRLN,1809856,WCND151627,Expired,0
2018-2019,WCRLN,1809857,WCND151626,Expired,0
2018-2019,WCRLN,1809859,WCND150370,Expired,0
2018-2019,WCRLN,1809863,WCNB15190,Expired,0
2018-2019,WCRLN,1809889,WCND150112,Expired,0
2018-2019,WCRLN,1809901,WCNB15628,Expired,0
2018-2019,WCRLN,1809902,WCNB15743,Expired,0
2018-2019,WCRLN,1809903,WCND151746,Expired,0
2018-2019,WCRLN,1809910,WCNF151098,Expired,0
2018-2019,WCRLN,1809911,WCNF151157,Expired,0
2018-2019,WCRLN,1809912,WCNF156282,Expired,0
2018-2019,WCRLN,1809913,WCNF156043,Expired,0
2018-2019,WCRLN,1809914,WCNF151639,Expired,0
2018-2019,WCRLN,1809916,WCNE150605,Expired,0
2018-2019,WCRLN,1809920,WCNE150652,Expired,0
2018-2019,WCRLN,1809939,WCND150402,Expired,0
2018-2019,WCRLN,1809942,WCNF150010,Expired,0
2018-2019,WCRLN,1809946,WCND151233,Expired,0
2018-2019,WCRLN,1809950,WCND151169,Expired,0
2018-2019,WCRLN,1809952,WCNF150790,Expired,0
2018-2019,WCRLN,1809954,WCND151473,Expired,0
2018-2019,WCRLN,1809956,WCNF150041,Expired,0
2018-2019,WCRLN,1809960,WCNF150931,Expired,0
2018-2019,WCRLN,1809982,WCNF151228,Approved,0
2018-2019,WCRLN,1809985,WCNF150069,Expired,0
2018-2019,WCRLN,1809986,WCNF150984,Expired,0
2018-2019,WCRLN,1809987,WCNF151449,Expired,0
2018-2019,WCRLN,1810006,WCND150363,Expired,0
2018-2019,WCRLN,1810018,WCNF151304,Expired,0
2018-2019,WCRLN,1810020,WCNF150163,Expired,0
2018-2019,WCRLN,1810023,WCNE150682,Expired,0
2018-2019,WCRLN,1810036,WCNB15173,Expired,0
2018-2019,WCRLN,1810037,WCNA15405,Expired,0
2018-2019,WCRLN,1810040,WCNB15724,Approved,0
2018-2019,WCRLN,1810041,WCND150123,Expired,0
2018-2019,WCRLN,1810059,WCNB15225,Expired,0
2018-2019,WCRLN,1810060,WCNC15449,Expired,0
2018-2019,WCRLN,1810061,WCNC15934,Expired,0
2018-2019,WCRLN,1810065,WCNB151025,Expired,0
2018-2019,WCRLN,1810067,WCNB151564,Expired,0
2018-2019,WCRLN,1810069,WCND151098,Expired,0
2018-2019,WCRLN,1810070,WCNB15635,Expired,0
2018-2019,WCRLN,1810073,WCNF152263,Expired,0
2018-2019,WCRLN,1810077,WCNB15761,Expired,0
2018-2019,WCRLN,1810091,WCNF156011,Expired,0
2018-2019,WCRLN,1810096,WCNC15532,Expired,0
2018-2019,WCRLN,1810104,WCNE150686,Expired,0
2018-2019,WCRLN,1810106,WCND150998,Expired,0
2018-2019,WCRLN,1810107,WCNF152348,Expired,0
2018-2019,WCRLN,1810108,WCNE150632,Expired,0
2018-2019,WCRLN,1810109,WCNE150633,Expired,0
2018-2019,WCRLN,1810113,WCNF151643,Expired,0
2018-2019,WCRLN,1810137,WCNB151760,Expired,0
2018-2019,WCRLN,1810138,WCND150975,Expired,0
2018-2019,WCRLN,1810139,WCNF150312,Expired,0
2018-2019,WCRLN,1810140,WCNC15507,Expired,0
2018-2019,WCRLN,1810141,WCNF150535,Expired,0
2018-2019,WCRLN,1810142,WCNF156045,Expired,0
2018-2019,WCRLN,1810153,WCND150582,Cancelled,0
2018-2019,WCRLN,1810154,WCND151734,Expired,0
2018-2019,WCRLN,1810155,WCND151819,Expired,0
2018-2019,WCRLN,1810156,WCND150662,Cancelled,0
2018-2019,WCRLN,1810165,WCND150392,Expired,0
2018-2019,WCRLN,1810167,WCND151434,Expired,0
2018-2019,WCRLN,1810168,WCND151720,Expired,0
2018-2019,WCRLN,1810169,WCND150254,Expired,0
2018-2019,WCRLN,1810171,WCND151421,Expired,0
2018-2019,WCRLN,1810176,WCNB151050,Expired,0
2018-2019,WCRLN,1810181,WCNE150697,Cancelled,0
2018-2019,WCRLN,1810186,WCND150453,Expired,0
2018-2019,WCRLN,1810191,WCND150321,Expired,0
2018-2019,WCRLN,1810201,WCNF151058,Expired,0
2018-2019,WCRLN,1810207,WCNB15158,Expired,0
2018-2019,WCRLN,1810208,WCNF150204,Deleted,0
2018-2019,WCRLN,1900703,WCND151387,Expired,0
2018-2019,WCRLN,1900715,WCND151187,Expired,0
2018-2019,WCRLN,1900716,WCND150687,Cancelled,0
2018-2019,WCRLN,1900717,WCND150061,Expired,0
2018-2019,WCRLN,1900718,WCND150088,Expired,0
2018-2019,WCRLN,1900753,WCND151624,Expired,0
2018-2019,WCRLN,1900754,WCND151239,Cancelled,0
2018-2019,WCRLN,1900755,WCND150454,Cancelled,0
2018-2019,WCRLN,1900785,WCNF151341,Expired,0
2018-2019,WCRLN,1900831,WCNF150077,Expired,0
2018-2019,WCRLN,1900832,WCNF151644,Expired,0
2018-2019,WCRLN,1900833,WCND151841,Expired,0
2018-2019,WCRLN,1900843,WCND150062,Expired,0
2018-2019,WCRLN,1900862,WCNC16046,Expired,0
2018-2019,WCRLN,1900864,WCNB151565,Expired,0
2018-2019,WCRLN,1900865,WCNC15508,Expired,0
2018-2019,WCRLN,1900931,WCNC15907,Expired,0
2018-2019,WCRLN,1900965,WCND151443,Expired,0
2018-2019,WCRLN,1900966,WCND150100,Expired,0
2018-2019,WCRLN,1900979,WCNF152208,Expired,0
2018-2019,WCRLN,1900981,WCNF152064,Expired,0
2018-2019,WCRLN,1900990,WCNB151151,Expired,0
2018-2019,WCRLN,1901034,WCNF150291,Expired,0
2018-2019,WCRLN,1901035,WCNF151129,Expired,0
2018-2019,WCRLN,1901036,WCND151289,Expired,0
2018-2019,WCRLN,1901037,WCNF151806,Expired,0
2018-2019,WCRLN,1901038,WCND150301,Expired,0
2018-2019,WCRLN,1901039,WCNF152676,Expired,0
2018-2019,WCRLN,1901040,WCNF151130,Expired,0
2018-2019,WCRLN,1901041,WCNF151131,Expired,0
2018-2019,WCRLN,1901042,WCNF151830,Expired,0
2018-2019,WCRLN,1901043,WCNF152679,Expired,0
2018-2019,WCRLN,1901044,WCNF156010,Expired,0
2018-2019,WCRLN,1901058,WCNF150463,Expired,0
2018-2019,WCRLN,1901064,WCND150152,Expired,0
2018-2019,WCRLN,1901065,WCNE151552,Expired,0
2018-2019,WCRLN,1901066,WCNB15812,Expired,0
2018-2019,WCRLN,1901067,WCNB15377,Expired,0
2018-2019,WCRLN,1901073,WCND150391,Cancelled,0
2018-2019,WCRLN,1901082,WCNF152254,Cancelled,0
2018-2019,WCRLN,1901084,WCNF151128,Expired,0
2018-2019,WCRLN,1901086,WCNF152327,Expired,0
2018-2019,WCRLN,1901088,WCNF156032,Expired,0
2018-2019,WCRLN,1901090,WCNF150701,Expired,0
2018-2019,WCRLN,1901145,WCNF151630,Approved,0
2018-2019,WCRLN,1901196,WCNF150552,Expired,0
2018-2019,WCRLN,1901197,WCNF150351,Expired,0
2018-2019,WCRLN,1901199,WCNF151209,Expired,0
2018-2019,WCRLN,1901210,WCNF152501,Expired,0
2018-2019,WCRLN,1901228,WCNB15379,Expired,0
2018-2019,WCRLN,1901234,WCNF152692,Expired,0
2018-2019,WCRLN,1901237,WCNF151469,Expired,0
2018-2019,WCRLN,1901259,WCNF152368,Expired,0
2018-2019,WCRLN,1901261,WCNF152494,Expired,0
2018-2019,WCRLN,1901358,WCND151402,Expired,0
2018-2019,WCRLN,1901359,WCND150484,Expired,0
2018-2019,WCRLN,1901372,WCNB150919,Expired,0
2018-2019,WCRLN,1901373,WCNF150204,Deleted,0
2018-2019,WCRLN,1901386,WCND150702,Expired,0
2018-2019,WCRLN,1901400,WCNF151266,Deleted,0
2018-2019,WCRLN,1901410,WCNB150918,Cancelled,0
2018-2019,WCRLN,1901426,WCND150349,Expired,0
2018-2019,WCRLN,1901477,WCND151487,Expired,0
2018-2019,WCRLN,1901479,WCND150380,Expired,0
2018-2019,WCRLN,1901484,WCNE150615,Expired,0
2018-2019,WCRLN,1901486,WCND151630,Expired,0
2018-2019,WCRLN,1901519,WCND150646,Expired,0
2018-2019,WCRLN,1901556,WCNF152170,Expired,0
2018-2019,WCRLN,1901557,WCND151619,Cancelled,0
2018-2019,WCRLN,1901558,WCND150120,Cancelled,0
2018-2019,WCRLN,1901572,WCNA15313,Expired,0
2018-2019,WCRLN,1901574,WCNF150596,Expired,0
2018-2019,WCRLN,1901588,WCNF150309,Expired,0
2018-2019,WCRLN,1901627,WCNC15520,Cancelled,0
2018-2019,WCRLN,1901705,WCND150938,Expired,0
2018-2019,WCRLN,1901706,WCND151429,Expired,0
2018-2019,WCRLN,1901707,WCND151749,Expired,0
2018-2019,WCRLN,1901729,WCNF150089,Expired,0
2018-2019,WCRLN,1901747,WCNB15217,Expired,0
2018-2019,WCRLN,1901749,WCND150211,Expired,0
2018-2019,WCRLN,1901795,WCNB15085,Cancelled,0
2018-2019,WCRLN,1901796,WCNB15842,Cancelled,0
2018-2019,WCRLN,1901797,WCNB15737,Cancelled,0
2018-2019,WCRLN,1901817,WCNF151285,Cancelled,0
2018-2019,WCRLN,1901818,WCNB151737,Expired,0
2018-2019,WCRLN,1901819,WCNF156003,Expired,0
2018-2019,WCRLN,1901820,WCNF156065,Expired,0
2018-2019,WCRLN,1901821,WCNF150901,Expired,0
2018-2019,WCRLN,1901822,WCNB15152,Expired,0
2018-2019,WCRLN,1901823,WCNF151320,Expired,0
2018-2019,WCRLN,1901824,WCNE150305,Expired,0
2018-2019,WCRLN,1901901,WCNF150204,Expired,0
2018-2019,WCRLN,1901928,WCNF156265,Deleted,0
2018-2019,WCRLN,1901936,WCNB151371,Expired,0
2018-2019,WCRLN,1901958,WCND150367,Expired,0
2018-2019,WCRLN,1901975,WCNB15558,Expired,0
2018-2019,WCRLN,1901979,WCNF151424,Expired,0
2018-2019,WCRLN,1902010,WCNF152754,Expired,0
2018-2019,WCRLN,1902043,WCNF150423,Expired,0
2018-2019,WCRLN,1902116,WCND150574,Expired,0
2018-2019,WCRLN,1902117,WCND150457,Expired,0
2018-2019,WCRLN,1902120,WCNE150421,Expired,0
2018-2019,WCRLN,1902168,WCNF150940,Expired,0
2018-2019,WCRLN,1902170,WCND150687,Expired,0
2018-2019,WCRLN,1902173,WCND150582,Cancelled,0
2018-2019,WCRLN,1902195,WCND151363,Expired,0
2018-2019,WCRLN,1902282,WCNF150226,Expired,0
2018-2019,WCRLN,1902288,WCNF150709,Expired,0
2018-2019,WCRLN,1902359,WCNE150697,Expired,0
2018-2019,WCRLN,1902360,WCNE150668,Expired,0
2018-2019,WCRLN,1902368,WCNB15211,Cancelled,0
2018-2019,WCRLN,1902400,WCNC15519,Expired,0
2018-2019,WCRLN,1902403,WCNB15457,Expired,0
2018-2019,WCRLN,1902405,WCNC15514,Expired,0
2018-2019,WCRLN,1902434,WCND150468,Expired,0
2018-2019,WCRLN,1902441,WCNB15602,Expired,0
2018-2019,WCRLN,1902453,WCNB15254,Expired,0
2018-2019,WCRLN,1902458,WCND150120,Expired,0
2018-2019,WCRLN,1902513,WCND150582,Expired,0
2018-2019,WCRLN,1902515,WCND151361,Expired,0
2018-2019,WCRLN,1902534,WCND150214,Expired,0
2018-2019,WCRLN,1902590,WCNF156265,Expired,0
2018-2019,WCRLN,1902601,WCND151542,Expired,0
2018-2019,WCRLN,1902662,WCNC15516,Expired,0
2018-2019,WCRLN,1902690,WCND150973,Expired,0
2018-2019,WCRLN,1902691,WCNF150404,Expired,0
2018-2019,WCRLN,1902692,WCND151366,Expired,0
2018-2019,WCRLN,1902693,WCND151360,Expired,0
2018-2019,WCRLN,1902758,WCNF150142,Expired,0
2018-2019,WCRLN,1902760,WCND151718,Expired,0
2018-2019,WCRLN,1902764,WCNC15696,Expired,0
2018-2019,WCRLN,1902836,WCNC15520,Cancelled,0
2018-2019,WCRLN,1902860,WCND150391,Expired,0
2018-2019,WCRLN,1902892,WCNF151486,Expired,0
2018-2019,WCRLN,1902962,WCNE150665,Expired,0
2018-2019,WCRLN,1903041,WCNF152403,Expired,0
2018-2019,WCRLN,1903042,WCNF152645,Expired,0
2018-2019,WCRLN,1903043,WCNF156278,Expired,0
2018-2019,WCRLN,1903044,WCNF152520,Expired,0
2018-2019,WCRLN,1903054,WCNF152169,Expired,0
2018-2019,WCRLN,1903056,WCNB15211,Deleted,0
2018-2019,WCRLN,1903062,WCNB15085,Cancelled,0
2018-2019,WCRLN,1903096,WCNF152519,Expired,0
2018-2019,WCRLN,1903097,WCNF151625,Deleted,0
2018-2019,WCRLN,1903107,WCNC15517,Expired,0
2018-2019,WCRLN,1903157,WCNF151786,Expired,0
2018-2019,WCRLN,1903158,WCNF151731,Approved,0
2018-2019,WCRLN,1903211,WCNF150001,Expired,0
2018-2019,WCRLN,1903212,WCNF150779,Cancelled,0
2018-2019,WCRLN,1903215,WCND151619,Cancelled,0
2018-2019,WCRLN,1903217,WCNF151285,Expired,0
2018-2019,WCRLN,1903247,WCNC15351,Approved,0
2018-2019,WCRLN,1903273,WCNF151625,Expired,0
2018-2019,WCRLN,1903276,WCNF151348,Expired,0
2018-2019,WCRLN,1903283,WCNB150918,Expired,0
2018-2019,WCRLN,1903309,WCNB15085,Expired,0
2018-2019,WCRLN,1903311,WCNB15842,Expired,0
2018-2019,WCRLN,1903313,WCNB15737,Expired,0
2018-2019,WCRLN,1903319,WCND151239,Expired,0
2018-2019,WCRLN,1903321,WCNC15520,Deleted,0
2018-2019,WCRLN,1903344,WCND150454,Expired,0
2018-2019,WCRLN,1903347,WCNC15520,Expired,0
2018-2019,WCRLN,1903363,WCNF152254,Approved,0
2018-2019,WCRLN,1903365,WCND151619,Expired,0
2018-2019,WCRLN,1903395,WCNF151164,Expired,0
2018-2019,WCRLN,1903469,WCND150308,Expired,0
2018-2019,WCRLN,1903512,WCNF151266,Expired,0
2018-2019,WCRLN,1903529,WCNF150784,Expired,0
2018-2019,WCRLN,1903656,WCNF151623,Expired,0
2018-2019,WCRLN,1903679,WCND151741,Expired,0
2018-2019,WCRLN,1903763,WCND150662,Expired,0
2018-2019,WCRLN,1903783,WCNF150417,Expired,0
2018-2019,WCRLN,1903851,WCNF150793,Expired,0
2018-2019,WCRLN,1904023,WCNF150779,Expired,0
2018-2019,WCRLN,1904047,WCNF150016,Expired,0
2018-2019,WCRLN,1904089,WCNF150545,Expired,0
2018-2019,WCRLN,1904098,WCNF151621,Expired,0
2018-2019,WCRLN,1904183,WCNF152220,Approved,0
2017-2018,WCRLO,1506619,WCOM01059,Deleted,0
2017-2018,WCRLO,1506620,WCOM01059,Deleted,0
2017-2018,WCRLO,1506621,WCOM01059,Deleted,0
2017-2018,WCRLO,1506622,WCOM01059,Deleted,0
2017-2018,WCRLO,1708990,WCOM151202,Expired,0
2017-2018,WCRLO,1709053,WCOM153324,Expired,0
2017-2018,WCRLO,1709063,WCOM150739,Expired,0
2017-2018,WCRLO,1709065,WCOM153479,Expired,0
2017-2018,WCRLO,1709067,WCOM150735,Cancelled,0
2017-2018,WCRLO,1709068,WCOM150738,Expired,0
2017-2018,WCRLO,1709069,WCOM150767,Expired,0
2017-2018,WCRLO,1709077,WCOM153479,Expired,0
2017-2018,WCRLO,1709078,WCOM153479,Expired,0
2017-2018,WCRLO,1709079,WCOM153479,Expired,0
2017-2018,WCRLO,1709080,WCOM153479,Expired,0
2017-2018,WCRLO,1709081,WCOM153479,Expired,0
2017-2018,WCRLO,1709082,WCOM153479,Expired,0
2017-2018,WCRLO,1709088,WCOM151203,Expired,0
2017-2018,WCRLO,1709089,WCOM153333,Expired,0
2017-2018,WCRLO,1709122,WCOM151428,Expired,0
2017-2018,WCRLO,1709131,WCOM151421,Expired,0
2017-2018,WCRLO,1709148,WCOM153315,Expired,0
2017-2018,WCRLO,1709181,WCOM153317,Expired,0
2017-2018,WCRLO,1709222,WCOM153966,Expired,0
2017-2018,WCRLO,1709304,WCOM153481,Expired,0
2017-2018,WCRLO,1709305,WCOM153481,Expired,0
2017-2018,WCRLO,1709306,WCOM153481,Expired,0
2017-2018,WCRLO,1709307,WCOM153513,Expired,0
2017-2018,WCRLO,1709308,WCOM153513,Expired,0
2017-2018,WCRLO,1709309,WCOM153513,Expired,0
2017-2018,WCRLO,1709310,WCOM153483,Cancelled,0
2017-2018,WCRLO,1709311,WCOM153483,Expired,0
2017-2018,WCRLO,1709312,WCOM153483,Expired,0
2017-2018,WCRLO,1709313,WCOM153491,Expired,0
2017-2018,WCRLO,1709314,WCOM153491,Expired,0
2017-2018,WCRLO,1709315,WCOM153491,Expired,0
2017-2018,WCRLO,1709361,WCOM150720,Expired,0
2017-2018,WCRLO,1709365,WCOM153566,Expired,0
2017-2018,WCRLO,1709366,WCOM152159,Expired,0
2017-2018,WCRLO,1709367,WCOM150783,Expired,0
2017-2018,WCRLO,1709412,WCOM153571,Expired,0
2017-2018,WCRLO,1709413,WCOM154000,Expired,0
2017-2018,WCRLO,1709414,WCOM154000,Expired,0
2017-2018,WCRLO,1709415,WCOM154000,Expired,0
2017-2018,WCRLO,1709420,WCOM152205,Expired,0
2017-2018,WCRLO,1709421,WCOM152205,Expired,0
2017-2018,WCRLO,1709423,WCOM150831,Expired,0
2017-2018,WCRLO,1709470,WCOM153479,Expired,0
2017-2018,WCRLO,1709471,WCOM153479,Expired,0
2017-2018,WCRLO,1709477,WCOM154000,Expired,0
2017-2018,WCRLO,1709478,WCOM154000,Expired,0
2017-2018,WCRLO,1709490,WCOM150538,Expired,0
2017-2018,WCRLO,1709491,WCOM150683,Cancelled,0
2017-2018,WCRLO,1709492,WCOM151428,Expired,0
2017-2018,WCRLO,1709493,WCOM151428,Expired,0
2017-2018,WCRLO,1709494,WCOM150537,Expired,0
2017-2018,WCRLO,1709515,WCOM153526,Expired,0
2017-2018,WCRLO,1709551,WCOM152202,Expired,0
2017-2018,WCRLO,1709558,WCOM150705,Expired,0
2017-2018,WCRLO,1709563,WCOM153531,Expired,0
2017-2018,WCRLO,1709564,WCOM153531,Expired,0
2017-2018,WCRLO,1709565,WCOM153531,Expired,0
2017-2018,WCRLO,1709570,WCOM153523,Cancelled,0
2017-2018,WCRLO,1709602,WCOM150741,Expired,0
2017-2018,WCRLO,1709604,WCOM150741,Expired,0
2017-2018,WCRLO,1709608,WCOM150506,Expired,0
2017-2018,WCRLO,1709625,WCOM151248,Expired,0
2017-2018,WCRLO,1709626,WCOM151248,Expired,0
2017-2018,WCRLO,1709631,WCOM153980,Expired,0
2017-2018,WCRLO,1709667,WCOM150356,Expired,0
2017-2018,WCRLO,1709668,WCOM153503,Expired,0
2017-2018,WCRLO,1709670,WCOM153501,Expired,0
2017-2018,WCRLO,1709671,WCOM150893,Expired,0
2017-2018,WCRLO,1709672,WCOM150803,Expired,0
2017-2018,WCRLO,1709673,WCOM150895,Expired,0
2017-2018,WCRLO,1709675,WCOM150898,Expired,0
2017-2018,WCRLO,1709677,WCOM150750,Expired,0
2017-2018,WCRLO,1709678,WCOM150804,Expired,0
2017-2018,WCRLO,1709679,WCOM150894,Expired,0
2017-2018,WCRLO,1709680,WCOM150801,Expired,0
2017-2018,WCRLO,1709681,WCOM150897,Expired,0
2017-2018,WCRLO,1709682,WCOM150900,Expired,0
2017-2018,WCRLO,1709684,WCOM150899,Expired,0
2017-2018,WCRLO,1709687,WCOM150896,Expired,0
2017-2018,WCRLO,1709690,WCOM150893,Deleted,0
2017-2018,WCRLO,1709707,WCOM150304,Expired,0
2017-2018,WCRLO,1709708,WCOM150305,Expired,0
2017-2018,WCRLO,1709709,WCOM150330,Expired,0
2017-2018,WCRLO,1709720,WCOM150683,Approved,0
2017-2018,WCRLO,1709725,WCOM150058,Expired,0
2017-2018,WCRLO,1709753,WCOM154000,Expired,0
2017-2018,WCRLO,1709754,WCOM154000,Expired,0
2017-2018,WCRLO,1709755,WCOM154000,Expired,0
2017-2018,WCRLO,1709756,WCOM154000,Expired,0
2017-2018,WCRLO,1709757,WCOM154000,Expired,0
2017-2018,WCRLO,1709771,WCOM150740,New,0
2017-2018,WCRLO,1709772,WCOM150740,New,0
2017-2018,WCRLO,1709773,WCOM150737,Expired,0
2017-2018,WCRLO,1709774,WCOM150737,Expired,0
2017-2018,WCRLO,1709787,WCOM150646,Expired,0
2017-2018,WCRLO,1709797,WCOM150460,Expired,0
2017-2018,WCRLO,1709804,WCOM150750,Expired,0
2017-2018,WCRLO,1709806,WCOM150801,Expired,0
2017-2018,WCRLO,1709808,WCOM150896,Expired,0
2017-2018,WCRLO,1709809,WCOM150900,Expired,0
2017-2018,WCRLO,1709811,WCOM150899,Expired,0
2017-2018,WCRLO,1709812,WCOM150809,Expired,0
2017-2018,WCRLO,1709814,WCOM150809,Expired,0
2017-2018,WCRLO,1709815,WCOM150809,Expired,0
2017-2018,WCRLO,1709832,WCOM153483,Expired,0
2017-2018,WCRLO,1709910,WCOM150798,Expired,0
2017-2018,WCRLO,1709923,WCOM150870,Expired,0
2017-2018,WCRLO,1709924,WCOM153565,Cancelled,0
2017-2018,WCRLO,1709936,WCOM150623,Expired,0
2017-2018,WCRLO,1709938,WCOM150623,Cancelled,0
2017-2018,WCRLO,1709944,WCOM150619,Expired,0
2017-2018,WCRLO,1709947,WCOM150619,Expired,0
2017-2018,WCRLO,1709970,WCOM150781,Expired,0
2017-2018,WCRLO,1709973,WCOM150640,Expired,0
2017-2018,WCRLO,1710003,WCOM153316,Expired,0
2017-2018,WCRLO,1710004,WCOM153540,Expired,0
2017-2018,WCRLO,1710013,WCOM153572,Expired,0
2017-2018,WCRLO,1710036,WCOM150619,Expired,0
2017-2018,WCRLO,1710042,WCOM150619,Deleted,0
2017-2018,WCRLO,1710043,WCOM150619,Deleted,0
2017-2018,WCRLO,1710048,WCOM150624,Cancelled,0
2017-2018,WCRLO,1710049,WCOM150624,Expired,0
2017-2018,WCRLO,1710073,WCOM150651,Expired,0
2017-2018,WCRLO,1710076,WCOM150651,Expired,0
2017-2018,WCRLO,1710077,WCOM150651,Expired,0
2017-2018,WCRLO,1710078,WCOM150651,Deleted,0
2017-2018,WCRLO,1710079,WCOM150651,Deleted,0
2017-2018,WCRLO,1710080,WCOM150651,Deleted,0
2017-2018,WCRLO,1710082,WCOM153311,Cancelled,0
2017-2018,WCRLO,1710085,WCOM153588,Cancelled,0
2017-2018,WCRLO,1710088,WCOM153588,Deleted,0
2017-2018,WCRLO,1710090,WCOM153979,Expired,0
2017-2018,WCRLO,1710092,WCOM152207,Cancelled,0
2017-2018,WCRLO,1710097,WCOM152462,Expired,0
2017-2018,WCRLO,1710098,WCOM152462,Expired,0
2017-2018,WCRLO,1710099,WCOM152462,Expired,0
2017-2018,WCRLO,1710105,WCOM153999,Expired,0
2017-2018,WCRLO,1710106,WCOM153999,Expired,0
2017-2018,WCRLO,1710111,WCOM153548,Expired,0
2017-2018,WCRLO,1710112,WCOM153548,Expired,0
2017-2018,WCRLO,1710118,WCOM152178,Expired,0
2017-2018,WCRLO,1710119,WCOM152178,Expired,0
2017-2018,WCRLO,1710128,WCOM153998,Expired,0
2017-2018,WCRLO,1710129,WCOM153998,Expired,0
2017-2018,WCRLO,1710132,WCOM153517,Expired,0
2017-2018,WCRLO,1710133,WCOM153517,Expired,0
2017-2018,WCRLO,1710139,WCOM153516,Expired,0
2017-2018,WCRLO,1710140,WCOM150893,New,0
2017-2018,WCRLO,1710141,WCOM150892,Expired,0
2017-2018,WCRLO,1710147,WCOM153551,Expired,0
2017-2018,WCRLO,1710157,WCOM153338,Expired,0
2017-2018,WCRLO,1710160,WCOM150459,Expired,0
2017-2018,WCRLO,1710180,WCOM153549,Expired,0
2017-2018,WCRLO,1710181,WCOM153549,Expired,0
2017-2018,WCRLO,1710182,WCOM150698,Deleted,0
2017-2018,WCRLO,1710184,WCOM150368,Deleted,0
2017-2018,WCRLO,1710185,WCOM150622,Deleted,0
2017-2018,WCRLO,1710187,WCOM150781,Deleted,0
2017-2018,WCRLO,1710191,WCOM151426,New,0
2017-2018,WCRLO,1710198,WCOM153500,Expired,0
2017-2018,WCRLO,1710199,WCOM153500,Expired,0
2017-2018,WCRLO,1710200,WCOM153500,Deleted,0
2017-2018,WCRLO,1710201,WCOM153500,Deleted,0
2017-2018,WCRLO,1710218,WCOM150636,Expired,0
2017-2018,WCRLO,1710222,WCOM150891,Expired,0
2017-2018,WCRLO,1710224,WCOM150636,Expired,0
2017-2018,WCRLO,1710228,WCOM150635,Expired,0
2017-2018,WCRLO,1710232,WCOM150635,Expired,0
2017-2018,WCRLO,1710237,WCOM153574,Expired,0
2017-2018,WCRLO,1710241,WCOM153974,Expired,0
2017-2018,WCRLO,1710242,WCOM153974,Expired,0
2017-2018,WCRLO,1710247,WCOM150891,Expired,0
2017-2018,WCRLO,1710252,WCOM150781,Expired,0
2017-2018,WCRLO,1710253,WCOM153348,Expired,0
2017-2018,WCRLO,1710255,WCOM150640,Expired,0
2017-2018,WCRLO,1710265,WCOM150735,Expired,0
2017-2018,WCRLO,1710266,WCOM153493,Expired,0
2017-2018,WCRLO,1710267,WCOM153493,Expired,0
2017-2018,WCRLO,1710268,WCOM150861,Expired,0
2017-2018,WCRLO,1710270,WCOM153969,Expired,0
2017-2018,WCRLO,1710271,WCOM153969,Expired,0
2017-2018,WCRLO,1710274,WCOM153968,Expired,0
2017-2018,WCRLO,1710275,WCOM153968,Expired,0
2017-2018,WCRLO,1710281,WCOM150703,Expired,0
2017-2018,WCRLO,1710282,WCOM153503,Expired,0
2017-2018,WCRLO,1710283,WCOM150726,Expired,0
2017-2018,WCRLO,1710305,WCOM151403,Expired,0
2017-2018,WCRLO,1710308,WCOM153573,Expired,0
2017-2018,WCRLO,1710318,WCOM150622,Expired,0
2017-2018,WCRLO,1710319,WCOM150622,Expired,0
2017-2018,WCRLO,1710320,WCOM150622,Expired,0
2017-2018,WCRLO,1710325,WCOM150899,Expired,0
2017-2018,WCRLO,1710326,WCOM150900,Expired,0
2017-2018,WCRLO,1710328,WCOM150896,Expired,0
2017-2018,WCRLO,1710329,WCOM150801,Expired,0
2017-2018,WCRLO,1710330,WCOM150897,Expired,0
2017-2018,WCRLO,1710331,WCOM150895,Expired,0
2017-2018,WCRLO,1710332,WCOM150750,Expired,0
2017-2018,WCRLO,1710333,WCOM150894,Expired,0
2017-2018,WCRLO,1710334,WCOM150898,Expired,0
2017-2018,WCRLO,1710335,WCOM150804,Expired,0
2017-2018,WCRLO,1710337,WCOM153522,Cancelled,0
2017-2018,WCRLO,1710338,WCOM150761,Expired,0
2017-2018,WCRLO,1710339,WCOM150761,Expired,0
2017-2018,WCRLO,1710340,WCOM150752,Expired,0
2017-2018,WCRLO,1710341,WCOM150752,Expired,0
2017-2018,WCRLO,1710342,WCOM150749,Expired,0
2017-2018,WCRLO,1710343,WCOM150749,Expired,0
2017-2018,WCRLO,1710344,WCOM153976,Deleted,0
2017-2018,WCRLO,1710345,WCOM153976,Deleted,0
2017-2018,WCRLO,1710346,WCOM151439,Expired,0
2017-2018,WCRLO,1710347,WCOM151439,Expired,0
2017-2018,WCRLO,1710348,WCOM150881,Expired,0
2017-2018,WCRLO,1710349,WCOM150881,Expired,0
2017-2018,WCRLO,1710350,WCOM150790,Expired,0
2017-2018,WCRLO,1710351,WCOM150790,Expired,0
2017-2018,WCRLO,1710352,WCOM150815,Expired,0
2017-2018,WCRLO,1710353,WCOM150815,Cancelled,0
2017-2018,WCRLO,1710354,WCOM150788,Expired,0
2017-2018,WCRLO,1710355,WCOM150788,Expired,0
2017-2018,WCRLO,1710366,WCOM152166,Expired,0
