Export permit no,Valid from,Valid to,Season,Export date,Country exported to,Permit serial number,SumOfWhole frozen WCRL ECRL exported,SumOfWhole live WCRL ECRL exported,SumOfTails exported WCRL ECRL
1803809,10-Apr-18,09-Jul-18,2017-2018,03-Jul-18,"Beijing, China",10612,0,375,0
1803809,10-Apr-18,09-Jul-18,2017-2018,03-Jul-18,"Hong Kong, China",10611,0,375,0
1803809,10-Apr-18,09-Jul-18,2017-2018,03-Jul-18,"Hong Kong, China",10613,0,726.54,0
1803812,05-Apr-18,04-Jul-18,2017-2018,11-Apr-18,China,10500,0,70,0
1803812,05-Apr-18,04-Jul-18,2017-2018,18-Apr-18,"Hong Kong, China",10501,0,630,0
1803812,05-Apr-18,04-Jul-18,2017-2018,06-May-18,Taiwan,10505,0,200,0
1803812,05-Apr-18,04-Jul-18,2017-2018,07-May-18,Italy,10502,0,120,0
1803812,05-Apr-18,04-Jul-18,2017-2018,09-May-18,China,10503,0,300,0
1803812,05-Apr-18,04-Jul-18,2017-2018,09-May-18,China,10504,0,300,0
1803812,05-Apr-18,04-Jul-18,2017-2018,26-Jun-18,China,10506,0,350,0
1803812,05-Apr-18,04-Jul-18,2017-2018,28-Jun-18,China,10507,0,580,0
1803812,05-Apr-18,04-Jul-18,2017-2018,28-Jun-18,China,10508,0,300,0
1803886,05-Apr-18,04-Jul-18,2017-2018,19-Apr-18,"Hong Kong, China",10511,0,350,0
1803886,05-Apr-18,04-Jul-18,2017-2018,24-Apr-18,Taiwan,10512,0,350,0
1803886,05-Apr-18,04-Jul-18,2017-2018,25-Apr-18,"Hong Kong, China",10513,0,350,0
1803886,05-Apr-18,04-Jul-18,2017-2018,26-Apr-18,"Hong Kong, China",10514,0,420,0
1803886,05-Apr-18,04-Jul-18,2017-2018,27-Apr-18,"Beijing, China",10515,0,300,0
1803886,05-Apr-18,04-Jul-18,2017-2018,05-May-18,"Hong Kong, China",10516,0,350,0
1803941,30-May-18,29-Aug-18,2017-2018,08-Jun-18,China,11252,0,350,0
1803941,30-May-18,29-Aug-18,2017-2018,11-Jun-18,China,11253,0,500,0
1803941,30-May-18,29-Aug-18,2017-2018,22-Jul-18,China,11254,0,90,0
1803954,09-Apr-18,08-Jul-18,2017-2018,16-May-18,"Shanghai, China",10519,0,172.26,0
1803954,09-Apr-18,08-Jul-18,2017-2018,19-Jun-18,"Hong Kong, China",10520,0,300,0
1804007,11-Apr-18,10-May-18,2017-2018,,Switzerland,10639,0,0,0
1804011,13-Apr-18,12-Jul-18,2017-2018,20-Jun-18,"Beijing, China",10673,0,70,0
1804011,13-Apr-18,12-Jul-18,2017-2018,11-Jul-18,"Hong Kong, China",10674,0,504,0
1804012,13-Apr-18,12-Jul-18,2017-2018,13-Apr-18,China,10683,0,334,0
1804122,20-Apr-18,19-Jul-18,2017-2018,,,10748,0,0,0
1804122,20-Apr-18,19-Jul-18,2017-2018,,,10749,0,0,0
1804125,13-Apr-18,12-Jul-18,2017-2018,23-Apr-18,"Hong Kong, China",10670,0,700,0
1804125,13-Apr-18,12-Jul-18,2017-2018,27-Apr-18,China,10671,0,170,0
1804125,13-Apr-18,12-Jul-18,2017-2018,13-Jun-18,Taiwan,10672,0,40,0
1804139,18-Apr-18,17-Jul-18,2017-2018,20-Apr-18,China,10734,0,500,0
1804139,18-Apr-18,17-Jul-18,2017-2018,21-Apr-18,China,10735,0,500,0
1804139,18-Apr-18,17-Jul-18,2017-2018,24-Apr-18,China,10736,0,130,0
1804139,18-Apr-18,17-Jul-18,2017-2018,01-May-18,China,10737,0,70,0
1804139,18-Apr-18,17-Jul-18,2017-2018,15-May-18,China,10920,0,90,0
1804139,18-Apr-18,17-Jul-18,2017-2018,17-May-18,China,10921,0,40,0
1804139,18-Apr-18,17-Jul-18,2017-2018,04-Jun-18,China,10922,0,440,0
1804139,18-Apr-18,17-Jul-18,2017-2018,09-Jun-18,China,11312,0,120,0
1804173,18-Apr-18,17-Jul-18,2017-2018,24-Apr-18,Japan,10698,0,250,0
1804173,18-Apr-18,17-Jul-18,2017-2018,26-Apr-18,Japan,10699,0,90,0
1804189,18-Apr-18,17-Jul-18,2017-2018,17-May-18,"Shanghai, China",10687,0,300,0
1804189,18-Apr-18,17-Jul-18,2017-2018,19-May-18,"Hong Kong, China",10686,0,300,0
1804189,18-Apr-18,17-Jul-18,2017-2018,30-May-18,"Hong Kong, China",10688,0,450,0
1804189,18-Apr-18,17-Jul-18,2017-2018,19-Jun-18,"Shanghai, China",10689,0,450,0
1804189,18-Apr-18,17-Jul-18,2017-2018,29-Jun-18,"Hong Kong, China",10690,0,675,0
1804189,18-Apr-18,17-Jul-18,2017-2018,29-Jun-18,"Hong Kong, China",10691,0,375,0
1804189,18-Apr-18,17-Jul-18,2017-2018,05-Jul-18,"Hong Kong, China",10692,0,23.46,0
1804189,18-Apr-18,17-Jul-18,2017-2018,05-Jul-18,"Hong Kong, China",10693,0,300,0
1804189,18-Apr-18,17-Jul-18,2017-2018,10-Jul-18,"Beijing, China",10695,0,300,0
1804189,18-Apr-18,17-Jul-18,2017-2018,10-Jul-18,"Hong Kong, China",10694,0,300,0
1804189,18-Apr-18,17-Jul-18,2017-2018,10-Jul-18,"Hong Kong, China",10696,0,150,0
1804189,18-Apr-18,17-Jul-18,2017-2018,11-Jul-18,"Hong Kong, China",10697,0,435,0
1804189,18-Apr-18,17-Jul-18,2017-2018,10-Oct-18,"Hong Kong, China",10685,0,450,0
1804191,18-Apr-18,17-Jul-18,2017-2018,20-Apr-18,China,10700,0,300,0
1804191,18-Apr-18,17-Jul-18,2017-2018,20-Apr-18,China,10701,0,896,0
1804191,18-Apr-18,17-Jul-18,2017-2018,20-Apr-18,China,10702,0,300,0
1804191,18-Apr-18,17-Jul-18,2017-2018,20-Apr-18,China,10703,0,300,0
1804191,18-Apr-18,17-Jul-18,2017-2018,20-Apr-18,China,10705,0,270,0
1804191,18-Apr-18,17-Jul-18,2017-2018,20-Apr-18,China,10706,0,600,0
1804191,18-Apr-18,17-Jul-18,2017-2018,21-Apr-18,China,10707,0,500,0
1804191,18-Apr-18,17-Jul-18,2017-2018,21-Apr-18,China,10708,0,440,0
1804191,18-Apr-18,17-Jul-18,2017-2018,21-Apr-18,China,10710,0,490,0
1804191,18-Apr-18,17-Jul-18,2017-2018,21-Apr-18,China,10711,0,210,0
1804191,18-Apr-18,17-Jul-18,2017-2018,21-Apr-18,China,10712,0,300,0
1804191,18-Apr-18,17-Jul-18,2017-2018,21-Apr-18,China,10713,0,420,0
1804191,18-Apr-18,17-Jul-18,2017-2018,21-Apr-18,China,10714,0,500,0
1804191,18-Apr-18,17-Jul-18,2017-2018,21-Apr-18,China,10715,0,294,0
1804191,18-Apr-18,17-Jul-18,2017-2018,22-Apr-18,China,10716,0,300,0
1804191,18-Apr-18,17-Jul-18,2017-2018,22-Apr-18,China,10717,0,300,0
1804191,18-Apr-18,17-Jul-18,2017-2018,23-Apr-18,China,10718,0,300,0
1804191,18-Apr-18,17-Jul-18,2017-2018,23-Apr-18,China,10719,0,300,0
1804191,18-Apr-18,17-Jul-18,2017-2018,23-Apr-18,China,10720,0,150,0
1804191,18-Apr-18,17-Jul-18,2017-2018,23-Apr-18,China,10727,0,300,0
1804191,18-Apr-18,17-Jul-18,2017-2018,24-Apr-18,China,10721,0,500,0
1804191,18-Apr-18,17-Jul-18,2017-2018,25-Apr-18,China,10722,0,300,0
1804191,18-Apr-18,17-Jul-18,2017-2018,28-Apr-18,China,10723,0,500,0
1804191,18-Apr-18,17-Jul-18,2017-2018,28-Apr-18,China,10724,0,504,0
1804191,18-Apr-18,17-Jul-18,2017-2018,28-Apr-18,China,10725,0,115,0
1804191,18-Apr-18,17-Jul-18,2017-2018,28-Apr-18,China,10726,0,500,0
1804191,18-Apr-18,17-Jul-18,2017-2018,20-May-18,China,10704,0,630,0
1804191,18-Apr-18,17-Jul-18,2017-2018,21-May-18,China,10709,0,500,0
1804195,18-Apr-18,17-Jul-18,2017-2018,15-Jun-18,China,10729,0,300,0
1804195,18-Apr-18,17-Jul-18,2017-2018,22-Jun-18,China,10728,0,300,0
1804195,18-Apr-18,17-Jul-18,2017-2018,22-Jun-18,"Hong Kong, China",10730,0,300,0
1804195,18-Apr-18,17-Jul-18,2017-2018,27-Jun-18,China,10732,0,400,0
1804195,18-Apr-18,17-Jul-18,2017-2018,27-Jun-18,"Hong Kong, China",10731,0,360,0
1804229,18-Apr-18,17-Jul-18,2017-2018,25-Apr-18,China,10742,0,60,0
1804229,18-Apr-18,17-Jul-18,2017-2018,25-Apr-18,Japan,10741,0,40,0
1804241,20-Apr-18,19-Jul-18,2017-2018,,,11374,0,0,0
1804241,20-Apr-18,19-Jul-18,2017-2018,,,11375,0,0,0
1804241,20-Apr-18,19-Jul-18,2017-2018,20-May-18,China,10751,0,250,0
1804241,20-Apr-18,19-Jul-18,2017-2018,27-May-18,China,10752,0,210,0
1804241,20-Apr-18,19-Jul-18,2017-2018,10-Jun-18,China,10754,0,400,0
1804241,20-Apr-18,19-Jul-18,2017-2018,10-Jun-18,China,10755,0,550,0
1804241,20-Apr-18,19-Jul-18,2017-2018,27-Jun-18,China,11373,0,10,0
1804267,18-Apr-18,17-Jul-18,2017-2018,,,10747,0,0,0
1804267,18-Apr-18,17-Jul-18,2017-2018,19-Jun-18,"Hong Kong, China",10743,0,450,0
1804267,18-Apr-18,17-Jul-18,2017-2018,03-Jul-18,China,10744,0,300,0
1804267,18-Apr-18,17-Jul-18,2017-2018,03-Jul-18,"Hong Kong, China",10745,0,450,0
1804267,18-Apr-18,17-Jul-18,2017-2018,05-Jul-18,"Hong Kong, China",10746,0,360,0
1804269,02-May-18,01-Aug-18,2017-2018,02-Jul-18,Japan,10828,0,250,0
1804269,02-May-18,01-Aug-18,2017-2018,04-Jul-18,Japan,10829,0,300,0
1804269,02-May-18,01-Aug-18,2017-2018,18-Aug-18,China,10830,0,300,0
1804269,02-May-18,01-Aug-18,2017-2018,25-Aug-18,China,10831,0,350,0
1804329,02-May-18,01-Aug-18,2017-2018,16-May-18,"Hong Kong, China",10806,0,700,0
1804329,02-May-18,01-Aug-18,2017-2018,17-May-18,"Hong Kong, China",10807,0,252,0
1804329,02-May-18,01-Aug-18,2017-2018,24-May-18,"Hong Kong, China",10808,0,154,0
1804330,02-May-18,01-Aug-18,2017-2018,10-May-18,"Hong Kong, China",10804,0,300,0
1804331,02-May-18,01-Aug-18,2017-2018,24-May-18,"Hong Kong, China",10798,0,826,0
1804331,02-May-18,01-Aug-18,2017-2018,28-May-18,"Hong Kong, China",10799,0,280,0
1804331,02-May-18,01-Aug-18,2017-2018,04-Jul-18,"Beijing, China",10801,0,500,0
1804331,02-May-18,01-Aug-18,2017-2018,25-Jul-18,"Beijing, China",10802,0,200,0
1804332,20-Apr-18,19-Jul-18,2017-2018,24-May-18,"Hong Kong, China",10770,0,238,0
1804332,20-Apr-18,19-Jul-18,2017-2018,26-Jun-18,"Hong Kong, China",10771,0,600,0
1804332,20-Apr-18,19-Jul-18,2017-2018,11-Jul-18,"Hong Kong, China",10772,0,300,0
1804341,02-May-18,01-Aug-18,2017-2018,08-May-18,China,10781,0,180,0
1804341,02-May-18,01-Aug-18,2017-2018,08-May-18,China,10782,0,400,0
1804341,02-May-18,01-Aug-18,2017-2018,12-May-18,China,10783,0,270,0
1804341,02-May-18,01-Aug-18,2017-2018,14-May-18,China,10784,0,100,0
1804341,02-May-18,01-Aug-18,2017-2018,30-May-18,China,10785,0,260,0
1804341,02-May-18,01-Aug-18,2017-2018,04-Jun-18,China,10787,0,86,0
1804341,02-May-18,01-Aug-18,2017-2018,11-Jun-18,China,10788,0,150,0
1804341,02-May-18,01-Aug-18,2017-2018,11-Jun-18,China,10789,0,300,0
1804341,02-May-18,01-Aug-18,2017-2018,13-Jun-18,China,10790,0,160,0
1804341,02-May-18,01-Aug-18,2017-2018,13-Jun-18,China,10791,0,91,0
1804341,02-May-18,01-Aug-18,2017-2018,30-Jun-18,China,10786,0,100,0
1804372,02-May-18,01-Aug-18,2017-2018,05-May-18,China,10810,0,500,0
1804372,02-May-18,01-Aug-18,2017-2018,05-May-18,China,10811,0,400,0
1804372,02-May-18,01-Aug-18,2017-2018,05-May-18,China,10812,0,95,0
1804373,24-Apr-18,23-Jul-18,2017-2018,11-May-18,China,10759,0,110,0
1804373,24-Apr-18,23-Jul-18,2017-2018,13-May-18,China,10760,0,448,0
1804373,24-Apr-18,23-Jul-18,2017-2018,13-May-18,China,10761,0,60,0
1804373,24-Apr-18,23-Jul-18,2017-2018,14-May-18,China,10762,0,410,0
1804373,24-Apr-18,23-Jul-18,2017-2018,20-May-18,China,10971,0,40,0
1804373,24-Apr-18,23-Jul-18,2017-2018,20-May-18,China,10972,0,140,0
1804373,24-Apr-18,23-Jul-18,2017-2018,23-May-18,China,11080,0,120,0
1804373,24-Apr-18,23-Jul-18,2017-2018,25-May-18,China,11081,0,140,0
1804373,24-Apr-18,23-Jul-18,2017-2018,28-May-18,China,11082,0,170,0
1804374,02-May-18,01-Aug-18,2017-2018,,,11321,0,0,0
1804374,02-May-18,01-Aug-18,2017-2018,04-May-18,China,10820,0,130,0
1804374,02-May-18,01-Aug-18,2017-2018,04-May-18,China,10821,0,400,0
1804374,02-May-18,01-Aug-18,2017-2018,04-May-18,China,10822,0,90,0
1804374,02-May-18,01-Aug-18,2017-2018,17-May-18,China,10823,0,130,0
1804374,02-May-18,01-Aug-18,2017-2018,17-May-18,China,10824,0,20,0
1804374,02-May-18,01-Aug-18,2017-2018,21-May-18,China,10825,0,230,0
1804374,02-May-18,01-Aug-18,2017-2018,09-Jun-18,China,10826,0,480,0
1804374,02-May-18,01-Aug-18,2017-2018,12-Jun-18,China,11315,0,150,0
1804374,02-May-18,01-Aug-18,2017-2018,13-Jun-18,China,11316,0,50,0
1804374,02-May-18,01-Aug-18,2017-2018,21-Jun-18,China,11317,0,135,0
1804374,02-May-18,01-Aug-18,2017-2018,23-Jun-18,China,11318,0,250,0
1804374,02-May-18,01-Aug-18,2017-2018,31-Jul-18,China,11319,0,20,0
1804374,02-May-18,01-Aug-18,2017-2018,31-Jul-18,China,11320,0,220,0
1804375,24-Apr-18,23-Jul-18,2017-2018,,,10757,0,0,0
1804375,24-Apr-18,23-Jul-18,2017-2018,02-May-18,China,10756,0,220,0
1804383,24-Apr-18,23-Jul-18,2017-2018,09-May-18,"Hong Kong, China",10763,0,350,0
1804383,24-Apr-18,23-Jul-18,2017-2018,25-May-18,China,10764,0,250,0
1804383,24-Apr-18,23-Jul-18,2017-2018,29-May-18,"Hong Kong, China",10765,0,700,0
1804383,24-Apr-18,23-Jul-18,2017-2018,06-Jun-18,"Hong Kong, China",10766,0,350,0
1804383,24-Apr-18,23-Jul-18,2017-2018,20-Jun-18,"Hong Kong, China",10768,0,280,0
1804383,24-Apr-18,23-Jul-18,2017-2018,20-Jun-18,Taiwan,10767,0,250,0
1804383,24-Apr-18,23-Jul-18,2017-2018,29-Jun-18,China,10769,0,220,0
1804415,10-May-18,09-Jun-18,2017-2018,11-May-18,Japan,10928,290,0,0
1804417,02-May-18,01-Jun-18,2017-2018,11-May-18,Japan,10778,720,0,0
1804418,02-May-18,01-Jun-18,2017-2018,11-May-18,Japan,10777,510,0,0
1804419,02-May-18,01-Jun-18,2017-2018,11-May-18,Japan,10776,1390,0,0
1804421,02-May-18,01-Jun-18,2017-2018,11-May-18,Japan,10775,655,0,0
1804423,02-May-18,01-Jun-18,2017-2018,11-May-18,Japan,10774,495,0,0
1804424,02-May-18,01-Jun-18,2017-2018,11-May-18,Japan,10773,570,0,0
1804426,02-May-18,01-Jun-18,2017-2018,11-May-18,Japan,10779,705,0,0
1804427,02-May-18,01-Jun-18,2017-2018,11-May-18,Japan,10780,720,0,0
1804428,07-May-18,06-Aug-18,2017-2018,11-May-18,China,10843,0,150,0
1804428,07-May-18,06-Aug-18,2017-2018,18-May-18,China,10844,0,700,0
1804428,07-May-18,06-Aug-18,2017-2018,21-May-18,Japan,10846,0,200,0
1804428,07-May-18,06-Aug-18,2017-2018,21-May-18,Japan,10847,0,200,0
1804428,07-May-18,06-Aug-18,2017-2018,23-May-18,Japan,10848,0,300,0
1804428,07-May-18,06-Aug-18,2017-2018,23-May-18,Japan,10849,0,400,0
1804428,07-May-18,06-Aug-18,2017-2018,25-May-18,Japan,10845,0,200,0
1804428,07-May-18,06-Aug-18,2017-2018,28-May-18,Japan,10850,0,200,0
1804428,07-May-18,06-Aug-18,2017-2018,28-May-18,Japan,10851,0,150,0
1804428,07-May-18,06-Aug-18,2017-2018,28-May-18,Japan,10852,0,210,0
1804428,07-May-18,06-Aug-18,2017-2018,28-May-18,Japan,10853,0,700,0
1804428,07-May-18,06-Aug-18,2017-2018,30-May-18,Japan,10854,0,420,0
1804428,07-May-18,06-Aug-18,2017-2018,30-May-18,Japan,10855,0,150,0
1804428,07-May-18,06-Aug-18,2017-2018,01-Jun-18,China,10857,0,600,0
1804428,07-May-18,06-Aug-18,2017-2018,04-Jun-18,China,10859,0,100,0
1804428,07-May-18,06-Aug-18,2017-2018,04-Jun-18,"Hong Kong, China",10860,0,700,0
1804428,07-May-18,06-Aug-18,2017-2018,04-Jun-18,Japan,10858,0,200,0
1804428,07-May-18,06-Aug-18,2017-2018,06-Jun-18,Japan,10861,0,270,0
1804428,07-May-18,06-Aug-18,2017-2018,11-Jun-18,China,10862,0,200,0
1804428,07-May-18,06-Aug-18,2017-2018,13-Jun-18,Japan,10863,0,340,0
1804428,07-May-18,06-Aug-18,2017-2018,15-Jun-18,China,10865,0,300,0
1804428,07-May-18,06-Aug-18,2017-2018,18-Jun-18,Japan,10864,0,150,0
1804428,07-May-18,06-Aug-18,2017-2018,20-Jun-18,Japan,10866,0,260,0
1804428,07-May-18,06-Aug-18,2017-2018,25-Jun-18,China,10868,0,340,0
1804428,07-May-18,06-Aug-18,2017-2018,25-Jun-18,Japan,10867,0,250,0
1804428,07-May-18,06-Aug-18,2017-2018,27-Jun-18,Japan,10869,0,250,0
1804428,07-May-18,06-Aug-18,2017-2018,02-Jul-18,China,10870,0,300,0
1804428,07-May-18,06-Aug-18,2017-2018,02-Jul-18,China,10871,0,200,0
1804428,07-May-18,06-Aug-18,2017-2018,04-Jul-18,China,10873,0,350,0
1804428,07-May-18,06-Aug-18,2017-2018,04-Jul-18,China,10875,0,350,0
1804428,07-May-18,06-Aug-18,2017-2018,09-Jul-18,China,10876,0,1200,0
1804428,07-May-18,06-Aug-18,2017-2018,11-Jul-18,China,10877,0,550,0
1804428,07-May-18,06-Aug-18,2017-2018,18-Jul-18,China,11556,0,350,0
1804428,07-May-18,06-Aug-18,2017-2018,18-Jul-18,China,11557,0,200,0
1804428,07-May-18,06-Aug-18,2017-2018,21-Aug-18,Japan,10872,0,250,0
1804429,02-May-18,01-Aug-18,2017-2018,14-May-18,China,10827,0,50,0
1804479,14-May-18,13-Aug-18,2017-2018,16-May-18,"Hong Kong, China",10990,0,350,0
1804479,14-May-18,13-Aug-18,2017-2018,18-May-18,"Beijing, China",10989,0,300,0
1804479,14-May-18,13-Aug-18,2017-2018,18-May-18,"Hong Kong, China",10988,0,420,0
1804479,14-May-18,13-Aug-18,2017-2018,04-Jul-18,"Hong Kong, China",10991,0,350,0
1804496,04-May-18,03-Aug-18,2017-2018,,,10884,0,0,0
1804496,04-May-18,03-Aug-18,2017-2018,16-May-18,China,10878,0,570,0
1804496,04-May-18,03-Aug-18,2017-2018,06-Jun-18,China,10881,0,700,0
1804496,04-May-18,03-Aug-18,2017-2018,13-Jun-18,China,10882,0,140,0
1804496,04-May-18,03-Aug-18,2017-2018,04-Jul-18,China,10883,0,290,0
1804615,16-May-18,15-Aug-18,2017-2018,22-May-18,China,11025,0,330,0
1804615,16-May-18,15-Aug-18,2017-2018,31-May-18,China,11026,0,500,0
1804615,16-May-18,15-Aug-18,2017-2018,31-May-18,China,11028,0,400,0
1804615,16-May-18,15-Aug-18,2017-2018,31-May-18,"Hong Kong, China",11027,0,370,0
1804615,16-May-18,15-Aug-18,2017-2018,08-Jun-18,China,11029,0,400,0
1804615,16-May-18,15-Aug-18,2017-2018,08-Jun-18,China,11031,0,400,0
1804622,21-May-18,20-Aug-18,2017-2018,05-Jun-18,China,11084,0,350,0
1804622,21-May-18,20-Aug-18,2017-2018,05-Jun-18,China,11085,0,450,0
1804622,21-May-18,20-Aug-18,2017-2018,05-Jun-18,China,11086,0,340,0
1804622,21-May-18,20-Aug-18,2017-2018,15-Jun-18,"Beijing, China",11087,0,610,0
1804623,14-May-18,03-Aug-18,2017-2018,17-May-18,"Beijing, China",10974,0,500,0
1804623,14-May-18,03-Aug-18,2017-2018,17-May-18,"Hong Kong, China",10973,0,350,0
1804623,14-May-18,03-Aug-18,2017-2018,21-May-18,"Beijing, China",10977,0,500,0
1804623,14-May-18,03-Aug-18,2017-2018,21-May-18,"Hong Kong, China",10978,0,392,0
1804623,14-May-18,03-Aug-18,2017-2018,21-May-18,"Shanghai, China",10975,0,400,0
1804623,14-May-18,03-Aug-18,2017-2018,21-May-18,"Shanghai, China",10976,0,200,0
1804623,14-May-18,03-Aug-18,2017-2018,22-May-18,"Beijing, China",10979,0,400,0
1804623,14-May-18,03-Aug-18,2017-2018,22-May-18,"Hong Kong, China",10980,0,420,0
1804623,14-May-18,03-Aug-18,2017-2018,24-May-18,USA,10981,0,250,0
1804623,14-May-18,03-Aug-18,2017-2018,25-May-18,"Beijing, China",10984,0,450,0
1804623,14-May-18,03-Aug-18,2017-2018,25-May-18,"Beijing, China",10985,0,300,0
1804623,14-May-18,03-Aug-18,2017-2018,25-May-18,"Hong Kong, China",10982,0,350,0
1804623,14-May-18,03-Aug-18,2017-2018,25-May-18,"Shanghai, China",10983,0,350,0
1804623,14-May-18,03-Aug-18,2017-2018,25-May-18,"Shanghai, China",10986,0,250,0
1804623,14-May-18,03-Aug-18,2017-2018,15-Jun-18,"Osaka, Japan",10987,0,220,0
1804644,10-May-18,09-Aug-18,2017-2018,23-Jun-18,Taiwan,10929,0,70,0
1804644,10-May-18,09-Aug-18,2017-2018,04-Jul-18,China,10930,0,300,0
1804644,10-May-18,09-Aug-18,2017-2018,18-Jul-18,Japan,10931,0,150,0
1804644,10-May-18,09-Aug-18,2017-2018,23-Jul-18,Japan,10932,0,180,0
1804644,10-May-18,09-Aug-18,2017-2018,30-Jul-18,Japan,11568,0,150,0
1804644,10-May-18,09-Aug-18,2017-2018,01-Aug-18,Italy,11571,0,150,0
1804644,10-May-18,09-Aug-18,2017-2018,01-Aug-18,Japan,11569,0,150,0
1804644,10-May-18,09-Aug-18,2017-2018,01-Aug-18,Japan,11570,0,150,0
1804644,10-May-18,09-Aug-18,2017-2018,06-Aug-18,Japan,11572,0,230,0
1804669,14-May-18,13-Aug-18,2017-2018,,,11567,0,0,0
1804669,14-May-18,13-Aug-18,2017-2018,23-May-18,"Hong Kong, China",10994,0,280,0
1804669,14-May-18,13-Aug-18,2017-2018,30-May-18,"Hong Kong, China",10995,0,280,0
1804669,14-May-18,13-Aug-18,2017-2018,11-Jul-18,Japan,10996,0,80,0
1804669,14-May-18,13-Aug-18,2017-2018,16-Jul-18,Japan,11566,0,100,0
1804698,25-May-18,24-Aug-18,2017-2018,01-Jun-18,"Hong Kong, China",11156,0,650,0
1804698,25-May-18,24-Aug-18,2017-2018,01-Jun-18,"Hong Kong, China",11157,0,500,0
1804698,25-May-18,24-Aug-18,2017-2018,04-Jun-18,China,11160,0,500,0
1804698,25-May-18,24-Aug-18,2017-2018,04-Jun-18,"Hong Kong, China",11159,0,490,0
1804698,25-May-18,24-Aug-18,2017-2018,04-Jun-18,Japan,11161,0,200,0
1804698,25-May-18,24-Aug-18,2017-2018,06-Jun-18,China,11166,0,300,0
1804698,25-May-18,24-Aug-18,2017-2018,06-Jun-18,"Hong Kong, China",11162,0,350,0
1804698,25-May-18,24-Aug-18,2017-2018,06-Jun-18,"Hong Kong, China",11163,0,350,0
1804698,25-May-18,24-Aug-18,2017-2018,06-Jun-18,"Hong Kong, China",11164,0,420,0
1804698,25-May-18,24-Aug-18,2017-2018,06-Jun-18,"Shanghai, China",11165,0,200,0
1804698,25-May-18,24-Aug-18,2017-2018,07-Jun-18,China,11167,0,300,0
1804698,25-May-18,24-Aug-18,2017-2018,07-Jun-18,China,11168,0,500,0
1804698,25-May-18,24-Aug-18,2017-2018,07-Jun-18,China,11169,0,500,0
1804698,25-May-18,24-Aug-18,2017-2018,07-Jun-18,"Hong Kong, China",11170,0,280,0
1804698,25-May-18,24-Aug-18,2017-2018,07-Jun-18,"Hong Kong, China",11171,0,280,0
1804698,25-May-18,24-Aug-18,2017-2018,07-Jun-18,"Hong Kong, China",11172,0,490,0
1804698,25-May-18,24-Aug-18,2017-2018,07-Jun-18,"Hong Kong, China",11173,0,350,0
1804698,25-May-18,24-Aug-18,2017-2018,07-Jun-18,"Hong Kong, China",11175,0,700,0
1804698,25-May-18,24-Aug-18,2017-2018,07-Jun-18,"Hong Kong, China",11176,0,420,0
1804698,25-May-18,24-Aug-18,2017-2018,08-Jun-18,China,11177,0,500,0
1804698,25-May-18,24-Aug-18,2017-2018,08-Jun-18,China,11178,0,200,0
1804698,25-May-18,24-Aug-18,2017-2018,08-Jun-18,"Hong Kong, China",11174,0,280,0
1804698,25-May-18,24-Aug-18,2017-2018,10-Jun-18,"Beijing, China",11179,0,300,0
1804698,25-May-18,24-Aug-18,2017-2018,10-Jun-18,"Beijing, China",11180,0,300,0
1804698,25-May-18,24-Aug-18,2017-2018,10-Jun-18,"Hong Kong, China",11183,0,420,0
1804698,25-May-18,24-Aug-18,2017-2018,10-Jun-18,"Shanghai, China",11181,0,250,0
1804698,25-May-18,24-Aug-18,2017-2018,11-Jun-18,"Beijing, China",11188,0,300,0
1804698,25-May-18,24-Aug-18,2017-2018,11-Jun-18,"Beijing, China",11189,0,300,0
1804698,25-May-18,24-Aug-18,2017-2018,11-Jun-18,"Hong Kong, China",11184,0,280,0
1804698,25-May-18,24-Aug-18,2017-2018,11-Jun-18,"Hong Kong, China",11185,0,280,0
1804698,25-May-18,24-Aug-18,2017-2018,11-Jun-18,"Hong Kong, China",11186,0,400,0
1804698,25-May-18,24-Aug-18,2017-2018,11-Jun-18,"Hong Kong, China",11187,0,700,0
1804698,25-May-18,24-Aug-18,2017-2018,11-Jun-18,Japan,11190,0,200,0
1804698,25-May-18,24-Aug-18,2017-2018,12-Jun-18,China,11194,0,300,0
1804698,25-May-18,24-Aug-18,2017-2018,12-Jun-18,China,11344,0,300,0
1804698,25-May-18,24-Aug-18,2017-2018,12-Jun-18,China,11345,0,200,0
1804698,25-May-18,24-Aug-18,2017-2018,12-Jun-18,China,11346,0,400,0
1804698,25-May-18,24-Aug-18,2017-2018,12-Jun-18,"Hong Kong, China",11191,0,400,0
1804698,25-May-18,24-Aug-18,2017-2018,12-Jun-18,"Hong Kong, China",11192,0,140,0
1804698,25-May-18,24-Aug-18,2017-2018,12-Jun-18,"Hong Kong, China",11193,0,560,0
1804698,25-May-18,24-Aug-18,2017-2018,13-Jun-18,China,11350,0,200,0
1804698,25-May-18,24-Aug-18,2017-2018,13-Jun-18,"Hong Kong, China",11348,0,420,0
1804698,25-May-18,24-Aug-18,2017-2018,13-Jun-18,"Hong Kong, China",11349,0,420,0
1804698,25-May-18,24-Aug-18,2017-2018,13-Jun-18,Taiwan,11347,0,140,0
1804698,25-May-18,24-Aug-18,2017-2018,14-Jun-18,"Beijing, China",11353,0,300,0
1804698,25-May-18,24-Aug-18,2017-2018,14-Jun-18,"Beijing, China",11354,0,250,0
1804698,25-May-18,24-Aug-18,2017-2018,14-Jun-18,"Hong Kong, China",11351,0,500,0
